"","season_name","season","episode","title","day","challenge_type","winners","winning_tribe"
"909","Survivor: Game Changers",34,1,"The Stakes Have Been Raised",6,"immunity","Brad","Nuku"
"910","Survivor: Game Changers",34,1,"The Stakes Have Been Raised",6,"immunity","Sarah","Nuku"
"911","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"reward","Malcolm","Nuku"
"912","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"reward","J.T.","Nuku"
"913","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"reward","Sandra","Nuku"
"914","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"reward","Jeff","Nuku"
"915","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"reward","Michaela","Nuku"
"916","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"reward","Aubry","Nuku"
"917","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"immunity","Malcolm","Nuku"
"918","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"immunity","J.T.","Nuku"
"919","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"immunity","Sandra","Nuku"
"920","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"immunity","Jeff","Nuku"
"921","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"immunity","Michaela","Nuku"
"922","Survivor: Game Changers",34,2,"Survivor Jackpot",9,"immunity","Aubry","Nuku"
"923","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Malcolm","Nuku"
"924","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","J.T.","Nuku"
"925","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Sandra","Nuku"
"926","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Jeff","Nuku"
"927","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Michaela","Nuku"
"928","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Aubry","Nuku"
"929","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Hali","Mana"
"930","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Debbie","Mana"
"931","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Sierra","Mana"
"932","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Tai","Mana"
"933","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"reward","Brad","Mana"
"934","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"immunity","Ozzy","Tavua"
"935","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"immunity","Zeke","Tavua"
"936","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"immunity","Andrea","Tavua"
"937","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"immunity","Cirie","Tavua"
"938","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"immunity","Troyzan","Tavua"
"939","Survivor: Game Changers",34,3,"The Tables Have Turned",11,"immunity","Sarah","Tavua"
"940","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Ozzy","Tavua"
"941","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Zeke","Tavua"
"942","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Andrea","Tavua"
"943","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Cirie","Tavua"
"944","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Troyzan","Tavua"
"945","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Sarah","Tavua"
"946","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","J.T.","Nuku"
"947","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Sandra","Nuku"
"948","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Jeff","Nuku"
"949","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Michaela","Nuku"
"950","Survivor: Game Changers",34,4,"Dirty Deed",13,"reward","Aubry","Nuku"
"951","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Hali","Mana"
"952","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Debbie","Mana"
"953","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Sierra","Mana"
"954","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Tai","Mana"
"955","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Brad","Mana"
"956","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Ozzy","Tavua"
"957","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Zeke","Tavua"
"958","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Andrea","Tavua"
"959","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Cirie","Tavua"
"960","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Troyzan","Tavua"
"961","Survivor: Game Changers",34,4,"Dirty Deed",13,"immunity","Sarah","Tavua"
"962","Survivor: Game Changers",34,5,"Vote Early, Vote Often",16,"immunity","Debbie",NA
"963","Survivor: Game Changers",34,5,"Vote Early, Vote Often",16,"immunity","Hali","Mana"
"964","Survivor: Game Changers",34,5,"Vote Early, Vote Often",16,"immunity","Debbie","Mana"
"965","Survivor: Game Changers",34,5,"Vote Early, Vote Often",16,"immunity","Sierra","Mana"
"966","Survivor: Game Changers",34,5,"Vote Early, Vote Often",16,"immunity","Tai","Mana"
"967","Survivor: Game Changers",34,5,"Vote Early, Vote Often",16,"immunity","Brad","Mana"
"968","Survivor: Game Changers",34,6,"What Happened on Exile, Stays on Exile",18,"reward","Jeff","Nuku"
"969","Survivor: Game Changers",34,6,"What Happened on Exile, Stays on Exile",18,"reward","Michaela","Nuku"
"970","Survivor: Game Changers",34,6,"What Happened on Exile, Stays on Exile",18,"reward","Aubry","Nuku"
"971","Survivor: Game Changers",34,6,"What Happened on Exile, Stays on Exile",18,"immunity","Hali","Mana"
"972","Survivor: Game Changers",34,6,"What Happened on Exile, Stays on Exile",18,"immunity","Debbie","Mana"
"973","Survivor: Game Changers",34,6,"What Happened on Exile, Stays on Exile",18,"immunity","Sierra","Mana"
"974","Survivor: Game Changers",34,6,"What Happened on Exile, Stays on Exile",18,"immunity","Tai","Mana"
"975","Survivor: Game Changers",34,6,"What Happened on Exile, Stays on Exile",18,"immunity","Brad","Mana"
"976","Survivor: Game Changers",34,7,"There's a New Sheriff in Town",21,"immunity","Andrea",NA
"977","Survivor: Game Changers",34,7,"There's a New Sheriff in Town",24,"reward","Andrea",NA
"978","Survivor: Game Changers",34,7,"There's a New Sheriff in Town",24,"reward","Debbie",NA
"979","Survivor: Game Changers",34,7,"There's a New Sheriff in Town",24,"reward","Ozzy",NA
"980","Survivor: Game Changers",34,7,"There's a New Sheriff in Town",24,"reward","Tai",NA
"981","Survivor: Game Changers",34,7,"There's a New Sheriff in Town",24,"reward","Troyzan",NA
"982","Survivor: Game Changers",34,7,"There's a New Sheriff in Town",24,"reward","Zeke",NA
"983","Survivor: Game Changers",34,7,"There's a New Sheriff in Town",24,"immunity","Tai",NA
"984","Survivor: Game Changers",34,8,"A Line Drawn in Concrete",26,"reward","Andrea",NA
"985","Survivor: Game Changers",34,8,"A Line Drawn in Concrete",26,"reward","Aubry",NA
"986","Survivor: Game Changers",34,8,"A Line Drawn in Concrete",26,"reward","Brad",NA
"987","Survivor: Game Changers",34,8,"A Line Drawn in Concrete",26,"reward","Debbie",NA
"988","Survivor: Game Changers",34,8,"A Line Drawn in Concrete",26,"reward","Sierra",NA
"989","Survivor: Game Changers",34,8,"A Line Drawn in Concrete",26,"immunity","Troyzan",NA
"990","Survivor: Game Changers",34,9,"Reinventing How This Game Is Played",29,"reward","Andrea",NA
"991","Survivor: Game Changers",34,9,"Reinventing How This Game Is Played",29,"reward","Aubry",NA
"992","Survivor: Game Changers",34,9,"Reinventing How This Game Is Played",29,"reward","Brad",NA
"993","Survivor: Game Changers",34,9,"Reinventing How This Game Is Played",29,"reward","Sarah",NA
"994","Survivor: Game Changers",34,9,"Reinventing How This Game Is Played",29,"reward","Zeke",NA
"995","Survivor: Game Changers",34,9,"Reinventing How This Game Is Played",29,"immunity","Andrea",NA
"996","Survivor: Game Changers",34,10,"It Is Not a High Without a Low",32,"reward","Andrea",NA
"997","Survivor: Game Changers",34,10,"It Is Not a High Without a Low",32,"reward","Aubry",NA
"998","Survivor: Game Changers",34,10,"It Is Not a High Without a Low",32,"reward","Brad",NA
"999","Survivor: Game Changers",34,10,"It Is Not a High Without a Low",32,"reward","Cirie",NA
"1000","Survivor: Game Changers",34,10,"It Is Not a High Without a Low",32,"reward","Sarah",NA
"1001","Survivor: Game Changers",34,10,"It Is Not a High Without a Low",32,"immunity","Brad",NA
"1002","Survivor: Game Changers",34,11,"Parting Is Such Sweet Sorrow",33,"immunity","Aubry",NA
"1003","Survivor: Game Changers",34,11,"Parting Is Such Sweet Sorrow",35,"immunity","Brad",NA
"1004","Survivor: Game Changers",34,12,"No Good Deed Goes Unpunished",36,"reward","Brad",NA
"1005","Survivor: Game Changers",34,12,"No Good Deed Goes Unpunished",36,"reward","Sarah",NA
"1006","Survivor: Game Changers",34,12,"No Good Deed Goes Unpunished",36,"reward","Troyzan",NA
"1007","Survivor: Game Changers",34,12,"No Good Deed Goes Unpunished",36,"immunity","Brad",NA
"1008","Survivor: Game Changers",34,12,"No Good Deed Goes Unpunished",37,"immunity","Brad",NA
"1009","Survivor: Game Changers",34,12,"No Good Deed Goes Unpunished",38,"immunity","Brad",NA
"1010","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Mari","Vanua"
"1011","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Figgy","Vanua"
"1012","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Michaela","Vanua"
"1013","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Michelle","Vanua"
"1014","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Taylor","Vanua"
"1015","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Zeke","Vanua"
"1016","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Will","Vanua"
"1017","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Jay","Vanua"
"1018","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Hannah","Vanua"
"1019","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"reward","Adam","Vanua"
"1020","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Mari","Vanua"
"1021","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Figgy","Vanua"
"1022","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Michaela","Vanua"
"1023","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Michelle","Vanua"
"1024","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Taylor","Vanua"
"1025","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Zeke","Vanua"
"1026","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Will","Vanua"
"1027","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Jay","Vanua"
"1028","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Hannah","Vanua"
"1029","Survivor: Millennials vs. Gen X",33,1,"May the Best Generation Win",4,"immunity","Adam","Vanua"
"1030","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"reward","Paul","Takali"
"1031","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"reward","Lucy","Takali"
"1032","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"reward","CeCe","Takali"
"1033","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"reward","Chris","Takali"
"1034","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"reward","Jessica","Takali"
"1035","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"reward","Sunday","Takali"
"1036","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"reward","Bret","Takali"
"1037","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"reward","David","Takali"
"1038","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"reward","Ken","Takali"
"1039","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"immunity","Paul","Takali"
"1040","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"immunity","Lucy","Takali"
"1041","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"immunity","CeCe","Takali"
"1042","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"immunity","Chris","Takali"
"1043","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"immunity","Jessica","Takali"
"1044","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"immunity","Sunday","Takali"
"1045","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"immunity","Bret","Takali"
"1046","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"immunity","David","Takali"
"1047","Survivor: Millennials vs. Gen X",33,2,"Love Goggles",7,"immunity","Ken","Takali"
"1048","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"reward","Figgy","Vanua"
"1049","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"reward","Michaela","Vanua"
"1050","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"reward","Michelle","Vanua"
"1051","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"reward","Taylor","Vanua"
"1052","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"reward","Zeke","Vanua"
"1053","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"reward","Will","Vanua"
"1054","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"reward","Jay","Vanua"
"1055","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"reward","Hannah","Vanua"
"1056","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"reward","Adam","Vanua"
"1057","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"immunity","Figgy","Vanua"
"1058","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"immunity","Michaela","Vanua"
"1059","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"immunity","Michelle","Vanua"
"1060","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"immunity","Taylor","Vanua"
"1061","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"immunity","Zeke","Vanua"
"1062","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"immunity","Will","Vanua"
"1063","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"immunity","Jay","Vanua"
"1064","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"immunity","Hannah","Vanua"
"1065","Survivor: Millennials vs. Gen X",33,3,"Your Job is Recon",10,"immunity","Adam","Vanua"
"1066","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"reward","Lucy","Takali"
"1067","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"reward","CeCe","Takali"
"1068","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"reward","Chris","Takali"
"1069","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"reward","Jessica","Takali"
"1070","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"reward","Sunday","Takali"
"1071","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"reward","Bret","Takali"
"1072","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"reward","David","Takali"
"1073","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"reward","Ken","Takali"
"1074","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"immunity","Figgy","Vanua"
"1075","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"immunity","Michaela","Vanua"
"1076","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"immunity","Michelle","Vanua"
"1077","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"immunity","Taylor","Vanua"
"1078","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"immunity","Zeke","Vanua"
"1079","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"immunity","Will","Vanua"
"1080","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"immunity","Jay","Vanua"
"1081","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"immunity","Hannah","Vanua"
"1082","Survivor: Millennials vs. Gen X",33,4,"Who's the Sucker at the Table?",12,"immunity","Adam","Vanua"
"1083","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Michaela","Ikabula"
"1084","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Will","Ikabula"
"1085","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Sunday","Ikabula"
"1086","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Jay","Ikabula"
"1087","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Bret","Ikabula"
"1088","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Hannah","Ikabula"
"1089","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Figgy","Takali"
"1090","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Taylor","Takali"
"1091","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Jessica","Takali"
"1092","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Ken","Takali"
"1093","Survivor: Millennials vs. Gen X",33,5,"Idol Search Party",15,"immunity","Adam","Takali"
"1094","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","Michelle","Vanua"
"1095","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","Chris","Vanua"
"1096","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","Zeke","Vanua"
"1097","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","David","Vanua"
"1098","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","Michaela","Ikabula"
"1099","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","Will","Ikabula"
"1100","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","Sunday","Ikabula"
"1101","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","Jay","Ikabula"
"1102","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","Bret","Ikabula"
"1103","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"reward","Hannah","Ikabula"
"1104","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","Michaela","Ikabula"
"1105","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","Will","Ikabula"
"1106","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","Sunday","Ikabula"
"1107","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","Jay","Ikabula"
"1108","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","Bret","Ikabula"
"1109","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","Hannah","Ikabula"
"1110","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","Michelle","Vanua"
"1111","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","Chris","Vanua"
"1112","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","Zeke","Vanua"
"1113","Survivor: Millennials vs. Gen X",33,6,"The Truth Works Well",18,"immunity","David","Vanua"
"1114","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","Michelle","Vanua"
"1115","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","Chris","Vanua"
"1116","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","Zeke","Vanua"
"1117","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","David","Vanua"
"1118","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","Michaela","Ikabula"
"1119","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","Will","Ikabula"
"1120","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","Sunday","Ikabula"
"1121","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","Jay","Ikabula"
"1122","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","Bret","Ikabula"
"1123","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"reward","Hannah","Ikabula"
"1124","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"immunity","Taylor","Takali"
"1125","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"immunity","Jessica","Takali"
"1126","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"immunity","Ken","Takali"
"1127","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"immunity","Adam","Takali"
"1128","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"immunity","Michelle","Vanua"
"1129","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"immunity","Chris","Vanua"
"1130","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"immunity","Zeke","Vanua"
"1131","Survivor: Millennials vs. Gen X",33,7,"I Will Destroy You",20,"immunity","David","Vanua"
"1132","Survivor: Millennials vs. Gen X",33,8,"I'm the Kingpin",23,"immunity","Will",NA
"1133","Survivor: Millennials vs. Gen X",33,9,"Still Throwin' Punches",25,"reward","Bret",NA
"1134","Survivor: Millennials vs. Gen X",33,9,"Still Throwin' Punches",25,"reward","Chris",NA
"1135","Survivor: Millennials vs. Gen X",33,9,"Still Throwin' Punches",25,"reward","David",NA
"1136","Survivor: Millennials vs. Gen X",33,9,"Still Throwin' Punches",25,"reward","Ken",NA
"1137","Survivor: Millennials vs. Gen X",33,9,"Still Throwin' Punches",25,"reward","Sunday",NA
"1138","Survivor: Millennials vs. Gen X",33,9,"Still Throwin' Punches",25,"reward","Taylor",NA
"1139","Survivor: Millennials vs. Gen X",33,9,"Still Throwin' Punches",25,"immunity","Ken",NA
"1140","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",28,"reward","Adam",NA
"1141","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",28,"reward","Bret",NA
"1142","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",28,"reward","Hannah",NA
"1143","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",28,"reward","Sunday",NA
"1144","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",28,"reward","Zeke",NA
"1145","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",28,"immunity","David",NA
"1146","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",30,"reward","Bret",NA
"1147","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",30,"reward","Sunday",NA
"1148","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",30,"reward","Zeke",NA
"1149","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",30,"reward","David",NA
"1150","Survivor: Millennials vs. Gen X",33,10,"Million Dollar Gamble",30,"immunity","Jay",NA
"1151","Survivor: Millennials vs. Gen X",33,11,"About to Have a Rumble",33,"reward","Jay",NA
"1152","Survivor: Millennials vs. Gen X",33,11,"About to Have a Rumble",33,"reward","Adam",NA
"1153","Survivor: Millennials vs. Gen X",33,11,"About to Have a Rumble",33,"reward","Sunday",NA
"1154","Survivor: Millennials vs. Gen X",33,11,"About to Have a Rumble",33,"reward","Will",NA
"1155","Survivor: Millennials vs. Gen X",33,11,"About to Have a Rumble",33,"immunity","Adam",NA
"1156","Survivor: Millennials vs. Gen X",33,12,"Slayed the Survivor Dragon",34,"immunity","Jay",NA
"1157","Survivor: Millennials vs. Gen X",33,12,"Slayed the Survivor Dragon",35,"immunity","Ken",NA
"1158","Survivor: Millennials vs. Gen X",33,13,"I'm Going for a Million Bucks",36,"reward","David(Jay)",NA
"1159","Survivor: Millennials vs. Gen X",33,13,"I'm Going for a Million Bucks",36,"reward","Adam",NA
"1160","Survivor: Millennials vs. Gen X",33,13,"I'm Going for a Million Bucks",36,"reward","David",NA
"1161","Survivor: Millennials vs. Gen X",33,13,"I'm Going for a Million Bucks",36,"immunity","David",NA
"1162","Survivor: Millennials vs. Gen X",33,13,"I'm Going for a Million Bucks",37,"immunity","Ken",NA
"1163","Survivor: Millennials vs. Gen X",33,13,"I'm Going for a Million Bucks",38,"immunity","Ken",NA
"1164","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"reward","Liz","Chan Loh"
"1165","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"reward","Peter","Chan Loh"
"1166","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"reward","Neal","Chan Loh"
"1167","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"reward","Debbie","Chan Loh"
"1168","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"reward","Joe","Chan Loh"
"1169","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"reward","Aubry","Chan Loh"
"1170","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"immunity","Liz","Chan Loh"
"1171","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"immunity","Peter","Chan Loh"
"1172","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"immunity","Neal","Chan Loh"
"1173","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"immunity","Debbie","Chan Loh"
"1174","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"immunity","Joe","Chan Loh"
"1175","Survivor: Kaoh Rong",32,1,"I'm a Mental Giant",3,"immunity","Aubry","Chan Loh"
"1176","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"reward","Caleb","Gondol"
"1177","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"reward","Anna","Gondol"
"1178","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"reward","Nick","Gondol"
"1179","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"reward","Julia","Gondol"
"1180","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"reward","Tai","Gondol"
"1181","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"reward","Michele","Gondol"
"1182","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"immunity","Caleb","Gondol"
"1183","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"immunity","Anna","Gondol"
"1184","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"immunity","Nick","Gondol"
"1185","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"immunity","Julia","Gondol"
"1186","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"immunity","Tai","Gondol"
"1187","Survivor: Kaoh Rong",32,2,"Kindergarten Camp",6,"immunity","Michele","Gondol"
